id,abbreviation,full_name,elr,lor,mileage_from_ch,mileage_to_ch,source_doc,source_page,loaded_at
37051,RS,,HXS2,NW8001,2929.0,2973.0,London North Western (North) Sectional Appendix March 2026.pdf,741,2026-04-30T10:47:49.403070
37052,USP,,HXS2,NW8001,2929.0,2973.0,London North Western (North) Sectional Appendix March 2026.pdf,741,2026-04-30T10:47:49.403070
37053,DSP,,HXS2,NW8001,2872.0,2925.0,London North Western (North) Sectional Appendix March 2026.pdf,742,2026-04-30T10:47:49.403070
37054,USP,,HXS2,NW8001,2872.0,2925.0,London North Western (North) Sectional Appendix March 2026.pdf,742,2026-04-30T10:47:49.403070
37055,DSP,,HXS2,NW8001,2795.0,2803.0,London North Western (North) Sectional Appendix March 2026.pdf,743,2026-04-30T10:47:49.403070
37056,USP,,HXS2,NW8001,2795.0,2803.0,London North Western (North) Sectional Appendix March 2026.pdf,743,2026-04-30T10:47:49.403070
37057,DSP,,HXS3,NW8001,121.0,121.0,London North Western (North) Sectional Appendix March 2026.pdf,743,2026-04-30T10:47:49.403070
37058,USP,,HXS3,NW8001,121.0,121.0,London North Western (North) Sectional Appendix March 2026.pdf,743,2026-04-30T10:47:49.403070
37059,D&UG,,HXS3,NW8001,136.0,240.0,London North Western (North) Sectional Appendix March 2026.pdf,744,2026-04-30T10:47:49.403070
37060,DC,Sandhills (Down and Up,HXS3,NW8001,136.0,240.0,London North Western (North) Sectional Appendix March 2026.pdf,744,2026-04-30T10:47:49.403070
37061,DSP,Down Southport,HXS3,NW8001,136.0,240.0,London North Western (North) Sectional Appendix March 2026.pdf,744,2026-04-30T10:47:49.403070
37062,USP,Up Southport,HXS3,NW8001,136.0,240.0,London North Western (North) Sectional Appendix March 2026.pdf,744,2026-04-30T10:47:49.403070
37063,D&UG,,BSJ,NW8001,136.0,240.0,London North Western (North) Sectional Appendix March 2026.pdf,744,2026-04-30T10:47:49.403070
37064,DC,Sandhills (Down and Up,BSJ,NW8001,136.0,240.0,London North Western (North) Sectional Appendix March 2026.pdf,744,2026-04-30T10:47:49.403070
37065,DSP,Down Southport,BSJ,NW8001,136.0,240.0,London North Western (North) Sectional Appendix March 2026.pdf,744,2026-04-30T10:47:49.403070
37066,USP,Up Southport,BSJ,NW8001,136.0,240.0,London North Western (North) Sectional Appendix March 2026.pdf,744,2026-04-30T10:47:49.403070
37067,D&UG,,HXS3,NW8001,240.0,410.0,London North Western (North) Sectional Appendix March 2026.pdf,745,2026-04-30T10:47:49.403070
37068,DC,Sandhills (Down & Up,HXS3,NW8001,240.0,410.0,London North Western (North) Sectional Appendix March 2026.pdf,745,2026-04-30T10:47:49.403070
37069,DSP,Down Southport,HXS3,NW8001,240.0,410.0,London North Western (North) Sectional Appendix March 2026.pdf,745,2026-04-30T10:47:49.403070
37070,USP,Up Southport,HXS3,NW8001,240.0,410.0,London North Western (North) Sectional Appendix March 2026.pdf,745,2026-04-30T10:47:49.403070
37071,DSP,,HXS3,NW8001,410.0,660.0,London North Western (North) Sectional Appendix March 2026.pdf,746,2026-04-30T10:47:49.403070
37072,USP,,HXS3,NW8001,410.0,660.0,London North Western (North) Sectional Appendix March 2026.pdf,746,2026-04-30T10:47:49.403070
37073,DSP,Down Southport,HXS3,NW8001,660.0,1240.0,London North Western (North) Sectional Appendix March 2026.pdf,747,2026-04-30T10:47:49.403070
37074,USP,Up Southport,HXS3,NW8001,660.0,1240.0,London North Western (North) Sectional Appendix March 2026.pdf,747,2026-04-30T10:47:49.403070
37075,DSP,Down Southport,HXS3,NW8001,1240.0,1456.0,London North Western (North) Sectional Appendix March 2026.pdf,748,2026-04-30T10:47:49.403070
37076,USP,Up Southport,HXS3,NW8001,1240.0,1456.0,London North Western (North) Sectional Appendix March 2026.pdf,748,2026-04-30T10:47:49.403070
37077,DSP,Down Southport,HXS3,NW8001,1456.0,1475.0,London North Western (North) Sectional Appendix March 2026.pdf,749,2026-04-30T10:47:49.403070
37078,DW,Down Wigan,HXS3,NW8001,1456.0,1475.0,London North Western (North) Sectional Appendix March 2026.pdf,749,2026-04-30T10:47:49.403070
37079,P1,Platform 1 line,HXS3,NW8001,1456.0,1475.0,London North Western (North) Sectional Appendix March 2026.pdf,749,2026-04-30T10:47:49.403070
37080,P2,Platform 2 line,HXS3,NW8001,1456.0,1475.0,London North Western (North) Sectional Appendix March 2026.pdf,749,2026-04-30T10:47:49.403070
37081,P3,Platform 3 line,HXS3,NW8001,1456.0,1475.0,London North Western (North) Sectional Appendix March 2026.pdf,749,2026-04-30T10:47:49.403070
37082,USP,Up Southport,HXS3,NW8001,1456.0,1475.0,London North Western (North) Sectional Appendix March 2026.pdf,749,2026-04-30T10:47:49.403070
37083,UW,Up Wigan,HXS3,NW8001,1456.0,1475.0,London North Western (North) Sectional Appendix March 2026.pdf,749,2026-04-30T10:47:49.403070
37084,DWK,Down West Kirby,SIL,NW8003,31.0,181.0,London North Western (North) Sectional Appendix March 2026.pdf,750,2026-04-30T10:47:49.403070
37085,P2,Platform 2 line,SIL,NW8003,31.0,181.0,London North Western (North) Sectional Appendix March 2026.pdf,750,2026-04-30T10:47:49.403070
37086,P3,Platform 3 line,SIL,NW8003,31.0,181.0,London North Western (North) Sectional Appendix March 2026.pdf,750,2026-04-30T10:47:49.403070
37087,UWK,Up West Kirby,SIL,NW8003,31.0,181.0,London North Western (North) Sectional Appendix March 2026.pdf,750,2026-04-30T10:47:49.403070
37088,DWK,Down West Kirby,MIR1,NW8003,31.0,181.0,London North Western (North) Sectional Appendix March 2026.pdf,750,2026-04-30T10:47:49.403070
37089,P2,Platform 2 line,MIR1,NW8003,31.0,181.0,London North Western (North) Sectional Appendix March 2026.pdf,750,2026-04-30T10:47:49.403070
37090,P3,Platform 3 line,MIR1,NW8003,31.0,181.0,London North Western (North) Sectional Appendix March 2026.pdf,750,2026-04-30T10:47:49.403070
37091,UWK,Up West Kirby,MIR1,NW8003,31.0,181.0,London North Western (North) Sectional Appendix March 2026.pdf,750,2026-04-30T10:47:49.403070
37092,DO,Down Ormskirk,SJO1,NW8005,2715.0,2795.0,London North Western (North) Sectional Appendix March 2026.pdf,751,2026-04-30T10:47:49.403070
37093,DSP,Down Southport,SJO1,NW8005,2715.0,2795.0,London North Western (North) Sectional Appendix March 2026.pdf,751,2026-04-30T10:47:49.403070
37094,UO,Up Ormskirk,SJO1,NW8005,2715.0,2795.0,London North Western (North) Sectional Appendix March 2026.pdf,751,2026-04-30T10:47:49.403070
37095,USP,Up Southport,SJO1,NW8005,2715.0,2795.0,London North Western (North) Sectional Appendix March 2026.pdf,751,2026-04-30T10:47:49.403070
37096,DH,Down Headbolt,SJO1,NW8005,2656.0,2715.0,London North Western (North) Sectional Appendix March 2026.pdf,752,2026-04-30T10:47:49.403070
37097,DO,Down Ormskirk,SJO1,NW8005,2656.0,2715.0,London North Western (North) Sectional Appendix March 2026.pdf,752,2026-04-30T10:47:49.403070
37098,UH,Up Headbolt,SJO1,NW8005,2656.0,2715.0,London North Western (North) Sectional Appendix March 2026.pdf,752,2026-04-30T10:47:49.403070
37099,UO,Up Ormskirk,SJO1,NW8005,2656.0,2715.0,London North Western (North) Sectional Appendix March 2026.pdf,752,2026-04-30T10:47:49.403070
37100,DH,Down Headbolt,SJO2,NW8005,260.0,360.0,London North Western (North) Sectional Appendix March 2026.pdf,752,2026-04-30T10:47:49.403070
37101,DO,Down Ormskirk,SJO2,NW8005,260.0,360.0,London North Western (North) Sectional Appendix March 2026.pdf,752,2026-04-30T10:47:49.403070
37102,UH,Up Headbolt,SJO2,NW8005,260.0,360.0,London North Western (North) Sectional Appendix March 2026.pdf,752,2026-04-30T10:47:49.403070
37103,UO,Up Ormskirk,SJO2,NW8005,260.0,360.0,London North Western (North) Sectional Appendix March 2026.pdf,752,2026-04-30T10:47:49.403070
37104,DO,Down Ormskirk,SJO2,NW8005,360.0,600.0,London North Western (North) Sectional Appendix March 2026.pdf,753,2026-04-30T10:47:49.403070
37105,UO,Up Ormskirk,SJO2,NW8005,360.0,600.0,London North Western (North) Sectional Appendix March 2026.pdf,753,2026-04-30T10:47:49.403070
37106,DO,Down Ormskirk,SJO2,NW8005,600.0,975.0,London North Western (North) Sectional Appendix March 2026.pdf,754,2026-04-30T10:47:49.403070
37107,P1,Platform 1 line,SJO2,NW8005,600.0,975.0,London North Western (North) Sectional Appendix March 2026.pdf,754,2026-04-30T10:47:49.403070
37108,UO,Up Ormskirk,SJO2,NW8005,600.0,975.0,London North Western (North) Sectional Appendix March 2026.pdf,754,2026-04-30T10:47:49.403070
37109,DC,Sandhills on Down Southport,HXS3,NW8007,194.0,292.0,London North Western (North) Sectional Appendix March 2026.pdf,755,2026-04-30T10:47:49.403070
37110,DSP,,HXS3,NW8007,194.0,292.0,London North Western (North) Sectional Appendix March 2026.pdf,755,2026-04-30T10:47:49.403070
37111,Edge,,HXS3,NW8007,194.0,292.0,London North Western (North) Sectional Appendix March 2026.pdf,755,2026-04-30T10:47:49.403070
37112,Hill,,HXS3,NW8007,194.0,292.0,London North Western (North) Sectional Appendix March 2026.pdf,755,2026-04-30T10:47:49.403070
37113,UR,,HXS3,NW8007,194.0,292.0,London North Western (North) Sectional Appendix March 2026.pdf,755,2026-04-30T10:47:49.403070
37114,DC,Sandhills on Down Southport,NMM,NW8007,2760.0,2760.0,London North Western (North) Sectional Appendix March 2026.pdf,755,2026-04-30T10:47:49.403070
37115,DSP,,NMM,NW8007,2760.0,2760.0,London North Western (North) Sectional Appendix March 2026.pdf,755,2026-04-30T10:47:49.403070
37116,Edge,,NMM,NW8007,2760.0,2760.0,London North Western (North) Sectional Appendix March 2026.pdf,755,2026-04-30T10:47:49.403070
37117,Hill,,NMM,NW8007,2760.0,2760.0,London North Western (North) Sectional Appendix March 2026.pdf,755,2026-04-30T10:47:49.403070
37118,UR,,NMM,NW8007,2760.0,2760.0,London North Western (North) Sectional Appendix March 2026.pdf,755,2026-04-30T10:47:49.403070
37119,DC,Sandhills (Down & up Ormskirk line only),NMB,NW8007,2602.0,2740.0,London North Western (North) Sectional Appendix March 2026.pdf,756,2026-04-30T10:47:49.403070
37120,If,,NMB,NW8007,2602.0,2740.0,London North Western (North) Sectional Appendix March 2026.pdf,756,2026-04-30T10:47:49.403070
37121,DC,Sandhills (Down & up Ormskirk line only),AFL,NW8007,0.0,389.0,London North Western (North) Sectional Appendix March 2026.pdf,756,2026-04-30T10:47:49.403070
37122,If,,AFL,NW8007,0.0,389.0,London North Western (North) Sectional Appendix March 2026.pdf,756,2026-04-30T10:47:49.403070
37123,DHB,,WJK,NW8009,2560.0,2656.0,London North Western (North) Sectional Appendix March 2026.pdf,758,2026-04-30T10:47:49.403070
37124,UHB,,WJK,NW8009,2560.0,2656.0,London North Western (North) Sectional Appendix March 2026.pdf,758,2026-04-30T10:47:49.403070
37125,Arr & Dep,Arrival & Departure Line,WJK,NW8009,2295.0,2560.0,London North Western (North) Sectional Appendix March 2026.pdf,759,2026-04-30T10:47:49.403070
37126,CD,,WJK,NW8009,2295.0,2560.0,London North Western (North) Sectional Appendix March 2026.pdf,759,2026-04-30T10:47:49.403070
37127,D&U,Down & Up Line,WJK,NW8009,2295.0,2560.0,London North Western (North) Sectional Appendix March 2026.pdf,759,2026-04-30T10:47:49.403070
37128,DHB,Down Headbolt,WJK,NW8009,2295.0,2560.0,London North Western (North) Sectional Appendix March 2026.pdf,759,2026-04-30T10:47:49.403070
37129,HBS,Headbolt Single,WJK,NW8009,2295.0,2560.0,London North Western (North) Sectional Appendix March 2026.pdf,759,2026-04-30T10:47:49.403070
37130,NOTE,"The Headbolt Single, Up Headbolt and",WJK,NW8009,2295.0,2560.0,London North Western (North) Sectional Appendix March 2026.pdf,759,2026-04-30T10:47:49.403070
37131,P1,Platform 1 line,WJK,NW8009,2295.0,2560.0,London North Western (North) Sectional Appendix March 2026.pdf,759,2026-04-30T10:47:49.403070
37132,P2,Platform 2 line,WJK,NW8009,2295.0,2560.0,London North Western (North) Sectional Appendix March 2026.pdf,759,2026-04-30T10:47:49.403070
37133,P3,Platform 3 line,WJK,NW8009,2295.0,2560.0,London North Western (North) Sectional Appendix March 2026.pdf,759,2026-04-30T10:47:49.403070
37134,UHB,Up Headbolt,WJK,NW8009,2295.0,2560.0,London North Western (North) Sectional Appendix March 2026.pdf,759,2026-04-30T10:47:49.403070
37135,Arr & Dep,Arrival & Departure Line,WKL2,NW8009,2295.0,2560.0,London North Western (North) Sectional Appendix March 2026.pdf,759,2026-04-30T10:47:49.403070
37136,CD,,WKL2,NW8009,2295.0,2560.0,London North Western (North) Sectional Appendix March 2026.pdf,759,2026-04-30T10:47:49.403070
37137,D&U,Down & Up Line,WKL2,NW8009,2295.0,2560.0,London North Western (North) Sectional Appendix March 2026.pdf,759,2026-04-30T10:47:49.403070
37138,DHB,Down Headbolt,WKL2,NW8009,2295.0,2560.0,London North Western (North) Sectional Appendix March 2026.pdf,759,2026-04-30T10:47:49.403070
37139,HBS,Headbolt Single,WKL2,NW8009,2295.0,2560.0,London North Western (North) Sectional Appendix March 2026.pdf,759,2026-04-30T10:47:49.403070
37140,NOTE,"The Headbolt Single, Up Headbolt and",WKL2,NW8009,2295.0,2560.0,London North Western (North) Sectional Appendix March 2026.pdf,759,2026-04-30T10:47:49.403070
37141,P1,Platform 1 line,WKL2,NW8009,2295.0,2560.0,London North Western (North) Sectional Appendix March 2026.pdf,759,2026-04-30T10:47:49.403070
37142,P2,Platform 2 line,WKL2,NW8009,2295.0,2560.0,London North Western (North) Sectional Appendix March 2026.pdf,759,2026-04-30T10:47:49.403070
37143,P3,Platform 3 line,WKL2,NW8009,2295.0,2560.0,London North Western (North) Sectional Appendix March 2026.pdf,759,2026-04-30T10:47:49.403070
37144,UHB,Up Headbolt,WKL2,NW8009,2295.0,2560.0,London North Western (North) Sectional Appendix March 2026.pdf,759,2026-04-30T10:47:49.403070
37145,DWK,Down West Kirby,MIR1,NW8011,0.0,86.0,London North Western (North) Sectional Appendix March 2026.pdf,760,2026-04-30T10:47:49.403070
37146,LOOP,,MIR1,NW8011,0.0,86.0,London North Western (North) Sectional Appendix March 2026.pdf,760,2026-04-30T10:47:49.403070
37147,P3,Platform 3 line,MIR1,NW8011,0.0,86.0,London North Western (North) Sectional Appendix March 2026.pdf,760,2026-04-30T10:47:49.403070
37148,UWK,Up West Kirby,MIR1,NW8011,0.0,86.0,London North Western (North) Sectional Appendix March 2026.pdf,760,2026-04-30T10:47:49.403070
37149,DWK,Down West Kirby,MIR1,NW8011,72.0,181.0,London North Western (North) Sectional Appendix March 2026.pdf,761,2026-04-30T10:47:49.403070
37150,LOOP,,MIR1,NW8011,72.0,181.0,London North Western (North) Sectional Appendix March 2026.pdf,761,2026-04-30T10:47:49.403070
37151,P2,Platform 2 line,MIR1,NW8011,72.0,181.0,London North Western (North) Sectional Appendix March 2026.pdf,761,2026-04-30T10:47:49.403070
37152,P3,Platform 3 line,MIR1,NW8011,72.0,181.0,London North Western (North) Sectional Appendix March 2026.pdf,761,2026-04-30T10:47:49.403070
37153,SI / HL,Stock Interchange / Holding Line,MIR1,NW8011,72.0,181.0,London North Western (North) Sectional Appendix March 2026.pdf,761,2026-04-30T10:47:49.403070
37154,UWK,Up West Kirby,MIR1,NW8011,72.0,181.0,London North Western (North) Sectional Appendix March 2026.pdf,761,2026-04-30T10:47:49.403070
37155,DWK,Down West Kirby,MIR2,NW8011,72.0,181.0,London North Western (North) Sectional Appendix March 2026.pdf,761,2026-04-30T10:47:49.403070
37156,LOOP,,MIR2,NW8011,72.0,181.0,London North Western (North) Sectional Appendix March 2026.pdf,761,2026-04-30T10:47:49.403070
37157,P2,Platform 2 line,MIR2,NW8011,72.0,181.0,London North Western (North) Sectional Appendix March 2026.pdf,761,2026-04-30T10:47:49.403070
37158,P3,Platform 3 line,MIR2,NW8011,72.0,181.0,London North Western (North) Sectional Appendix March 2026.pdf,761,2026-04-30T10:47:49.403070
37159,SI / HL,Stock Interchange / Holding Line,MIR2,NW8011,72.0,181.0,London North Western (North) Sectional Appendix March 2026.pdf,761,2026-04-30T10:47:49.403070
37160,UWK,Up West Kirby,MIR2,NW8011,72.0,181.0,London North Western (North) Sectional Appendix March 2026.pdf,761,2026-04-30T10:47:49.403070
37161,DWK,,MIR2,NW8011,140.0,184.0,London North Western (North) Sectional Appendix March 2026.pdf,762,2026-04-30T10:47:49.403070
37162,UWK,,MIR2,NW8011,140.0,184.0,London North Western (North) Sectional Appendix March 2026.pdf,762,2026-04-30T10:47:49.403070
37163,DWK,,CWK1,NW8011,140.0,184.0,London North Western (North) Sectional Appendix March 2026.pdf,762,2026-04-30T10:47:49.403070
37164,UWK,,CWK1,NW8011,140.0,184.0,London North Western (North) Sectional Appendix March 2026.pdf,762,2026-04-30T10:47:49.403070
37165,A&D,Arrival & Departure line,CWK2,NW8011,325.0,363.0,London North Western (North) Sectional Appendix March 2026.pdf,764,2026-04-30T10:47:49.403070
37166,DNB,Down New Brighton,CWK2,NW8011,325.0,363.0,London North Western (North) Sectional Appendix March 2026.pdf,764,2026-04-30T10:47:49.403070
37167,DWK,,CWK2,NW8011,325.0,363.0,London North Western (North) Sectional Appendix March 2026.pdf,764,2026-04-30T10:47:49.403070
37168,New,,CWK2,NW8011,325.0,363.0,London North Western (North) Sectional Appendix March 2026.pdf,764,2026-04-30T10:47:49.403070
37169,U&D TS,Up & Down Through Siding,CWK2,NW8011,325.0,363.0,London North Western (North) Sectional Appendix March 2026.pdf,764,2026-04-30T10:47:49.403070
37170,UNB,Up New Brighton,CWK2,NW8011,325.0,363.0,London North Western (North) Sectional Appendix March 2026.pdf,764,2026-04-30T10:47:49.403070
37171,UWK,,CWK2,NW8011,325.0,363.0,London North Western (North) Sectional Appendix March 2026.pdf,764,2026-04-30T10:47:49.403070
37172,A&D,Arrival & Departure line,CWK2,NW8011,325.0,363.0,London North Western (North) Sectional Appendix March 2026.pdf,764,2026-04-30T10:47:49.403070
37173,DNB,Down New Brighton,CWK2,NW8011,325.0,363.0,London North Western (North) Sectional Appendix March 2026.pdf,764,2026-04-30T10:47:49.403070
37174,DWK,,CWK2,NW8011,325.0,363.0,London North Western (North) Sectional Appendix March 2026.pdf,764,2026-04-30T10:47:49.403070
37175,New,,CWK2,NW8011,325.0,363.0,London North Western (North) Sectional Appendix March 2026.pdf,764,2026-04-30T10:47:49.403070
37176,U&D TS,Up & Down Through Siding,CWK2,NW8011,325.0,363.0,London North Western (North) Sectional Appendix March 2026.pdf,764,2026-04-30T10:47:49.403070
37177,UNB,Up New Brighton,CWK2,NW8011,325.0,363.0,London North Western (North) Sectional Appendix March 2026.pdf,764,2026-04-30T10:47:49.403070
37178,UWK,,CWK2,NW8011,325.0,363.0,London North Western (North) Sectional Appendix March 2026.pdf,764,2026-04-30T10:47:49.403070
37179,DWK,,CWK3,NW8011,363.0,480.0,London North Western (North) Sectional Appendix March 2026.pdf,765,2026-04-30T10:47:49.403070
37180,UWK,,CWK3,NW8011,363.0,480.0,London North Western (North) Sectional Appendix March 2026.pdf,765,2026-04-30T10:47:49.403070
37181,DWK,,BOS,NW8011,363.0,480.0,London North Western (North) Sectional Appendix March 2026.pdf,765,2026-04-30T10:47:49.403070
37182,UWK,,BOS,NW8011,363.0,480.0,London North Western (North) Sectional Appendix March 2026.pdf,765,2026-04-30T10:47:49.403070
37183,DWK,,CWK3,NW8011,480.0,735.0,London North Western (North) Sectional Appendix March 2026.pdf,766,2026-04-30T10:47:49.403070
37184,UWK,,CWK3,NW8011,480.0,735.0,London North Western (North) Sectional Appendix March 2026.pdf,766,2026-04-30T10:47:49.403070
37185,DWK,,CWK3,NW8011,735.0,846.0,London North Western (North) Sectional Appendix March 2026.pdf,767,2026-04-30T10:47:49.403070
37186,UWK,,CWK3,NW8011,735.0,846.0,London North Western (North) Sectional Appendix March 2026.pdf,767,2026-04-30T10:47:49.403070
37187,DC,,MIR2,NW8013,140.0,194.0,London North Western (North) Sectional Appendix March 2026.pdf,768,2026-04-30T10:47:49.403070
37188,UC,,MIR2,NW8013,140.0,194.0,London North Western (North) Sectional Appendix March 2026.pdf,768,2026-04-30T10:47:49.403070
37189,DC,,MIR2,NW8013,199.0,1083.0,London North Western (North) Sectional Appendix March 2026.pdf,769,2026-04-30T10:47:49.403070
37190,DUCS,,MIR2,NW8013,199.0,1083.0,London North Western (North) Sectional Appendix March 2026.pdf,769,2026-04-30T10:47:49.403070
37191,UC,,MIR2,NW8013,199.0,1083.0,London North Western (North) Sectional Appendix March 2026.pdf,769,2026-04-30T10:47:49.403070
37192,DC,,CRR2,NW8013,199.0,1083.0,London North Western (North) Sectional Appendix March 2026.pdf,769,2026-04-30T10:47:49.403070
37193,DUCS,,CRR2,NW8013,199.0,1083.0,London North Western (North) Sectional Appendix March 2026.pdf,769,2026-04-30T10:47:49.403070
37194,UC,,CRR2,NW8013,199.0,1083.0,London North Western (North) Sectional Appendix March 2026.pdf,769,2026-04-30T10:47:49.403070
37195,DC,,CRR2,NW8013,838.0,1070.0,London North Western (North) Sectional Appendix March 2026.pdf,770,2026-04-30T10:47:49.403070
37196,DUGS,Down & Up Canning Street (line out of use),CRR2,NW8013,838.0,1070.0,London North Western (North) Sectional Appendix March 2026.pdf,770,2026-04-30T10:47:49.403070
37197,UC,,CRR2,NW8013,838.0,1070.0,London North Western (North) Sectional Appendix March 2026.pdf,770,2026-04-30T10:47:49.403070
37198,DB,Down Birkenhead,CRR2,NW8013,2.0,820.0,London North Western (North) Sectional Appendix March 2026.pdf,771,2026-04-30T10:47:49.403070
37199,DC,,CRR2,NW8013,2.0,820.0,London North Western (North) Sectional Appendix March 2026.pdf,771,2026-04-30T10:47:49.403070
37200,P1,Platform 1 line,CRR2,NW8013,2.0,820.0,London North Western (North) Sectional Appendix March 2026.pdf,771,2026-04-30T10:47:49.403070
37201,P2,Platform 2 line,CRR2,NW8013,2.0,820.0,London North Western (North) Sectional Appendix March 2026.pdf,771,2026-04-30T10:47:49.403070
37202,P3,Platform 3 line,CRR2,NW8013,2.0,820.0,London North Western (North) Sectional Appendix March 2026.pdf,771,2026-04-30T10:47:49.403070
37203,Port,,CRR2,NW8013,2.0,820.0,London North Western (North) Sectional Appendix March 2026.pdf,771,2026-04-30T10:47:49.403070
37204,UB,Up Birkenhead,CRR2,NW8013,2.0,820.0,London North Western (North) Sectional Appendix March 2026.pdf,771,2026-04-30T10:47:49.403070
37205,UC,,CRR2,NW8013,2.0,820.0,London North Western (North) Sectional Appendix March 2026.pdf,771,2026-04-30T10:47:49.403070
37206,DNB,Down Norton Bridge,CWK3,NW8015,360.0,448.0,London North Western (North) Sectional Appendix March 2026.pdf,772,2026-04-30T10:47:49.403070
37207,UNB,Up Norton Bridge,CWK3,NW8015,360.0,448.0,London North Western (North) Sectional Appendix March 2026.pdf,772,2026-04-30T10:47:49.403070
37208,DNB,Down Norton Bridge,BEN,NW8015,360.0,448.0,London North Western (North) Sectional Appendix March 2026.pdf,772,2026-04-30T10:47:49.403070
37209,UNB,Up Norton Bridge,BEN,NW8015,360.0,448.0,London North Western (North) Sectional Appendix March 2026.pdf,772,2026-04-30T10:47:49.403070
37210,DNB,Down Norton Bridge,BEN,NW8015,473.0,578.0,London North Western (North) Sectional Appendix March 2026.pdf,773,2026-04-30T10:47:49.403070
37211,IO,,BEN,NW8015,473.0,578.0,London North Western (North) Sectional Appendix March 2026.pdf,773,2026-04-30T10:47:49.403070
37212,P1,Platform 1 line,BEN,NW8015,473.0,578.0,London North Western (North) Sectional Appendix March 2026.pdf,773,2026-04-30T10:47:49.403070
37213,P2,Platform 2 line,BEN,NW8015,473.0,578.0,London North Western (North) Sectional Appendix March 2026.pdf,773,2026-04-30T10:47:49.403070
37214,UNB,Up Norton Bridge,BEN,NW8015,473.0,578.0,London North Western (North) Sectional Appendix March 2026.pdf,773,2026-04-30T10:47:49.403070
37215,DC,Sandhills (Down & Up Chester lines only),CCS1,NW8017,1070.0,1240.0,London North Western (North) Sectional Appendix March 2026.pdf,774,2026-04-30T10:47:49.403070
37216,DC,Sandhills (Down & Up Chester lines only),CCS2,NW8017,1070.0,1240.0,London North Western (North) Sectional Appendix March 2026.pdf,774,2026-04-30T10:47:49.403070
37217,DHV,Down Hope Valley,DWS,NW9001,0.0,62.0,London North Western (North) Sectional Appendix March 2026.pdf,798,2026-04-30T10:47:49.403070
37218,OM,Down Main,DWS,NW9001,0.0,62.0,London North Western (North) Sectional Appendix March 2026.pdf,798,2026-04-30T10:47:49.403070
37219,OS,Dore Single,DWS,NW9001,0.0,62.0,London North Western (North) Sectional Appendix March 2026.pdf,798,2026-04-30T10:47:49.403070
37220,UHV,Up Hope Valley,DWS,NW9001,0.0,62.0,London North Western (North) Sectional Appendix March 2026.pdf,798,2026-04-30T10:47:49.403070
37221,UM,Up Main,DWS,NW9001,0.0,62.0,London North Western (North) Sectional Appendix March 2026.pdf,798,2026-04-30T10:47:49.403070
37222,DHV,Down Hope Valley,MAS,NW9001,12336.0,12380.0,London North Western (North) Sectional Appendix March 2026.pdf,798,2026-04-30T10:47:49.403070
37223,OM,Down Main,MAS,NW9001,12336.0,12380.0,London North Western (North) Sectional Appendix March 2026.pdf,798,2026-04-30T10:47:49.403070
37224,OS,Dore Single,MAS,NW9001,12336.0,12380.0,London North Western (North) Sectional Appendix March 2026.pdf,798,2026-04-30T10:47:49.403070
37225,UHV,Up Hope Valley,MAS,NW9001,12336.0,12380.0,London North Western (North) Sectional Appendix March 2026.pdf,798,2026-04-30T10:47:49.403070
37226,UM,Up Main,MAS,NW9001,12336.0,12380.0,London North Western (North) Sectional Appendix March 2026.pdf,798,2026-04-30T10:47:49.403070
37227,DHV,Down Hope Valley,MAS,NW9001,12380.0,12740.0,London North Western (North) Sectional Appendix March 2026.pdf,799,2026-04-30T10:47:49.403070
37228,P1,Platform 1 line,MAS,NW9001,12380.0,12740.0,London North Western (North) Sectional Appendix March 2026.pdf,799,2026-04-30T10:47:49.403070
37229,P2,Platform 2 line,MAS,NW9001,12380.0,12740.0,London North Western (North) Sectional Appendix March 2026.pdf,799,2026-04-30T10:47:49.403070
37230,UHV,Up Hope Valley,MAS,NW9001,12380.0,12740.0,London North Western (North) Sectional Appendix March 2026.pdf,799,2026-04-30T10:47:49.403070
37231,DHV,Down Hope Valley,MAS,NW9001,12740.0,13060.0,London North Western (North) Sectional Appendix March 2026.pdf,800,2026-04-30T10:47:49.403070
37232,MD,,MAS,NW9001,12740.0,13060.0,London North Western (North) Sectional Appendix March 2026.pdf,800,2026-04-30T10:47:49.403070
37233,P1,Platform 1 line,MAS,NW9001,12740.0,13060.0,London North Western (North) Sectional Appendix March 2026.pdf,800,2026-04-30T10:47:49.403070
37234,P2,Platform 2 line,MAS,NW9001,12740.0,13060.0,London North Western (North) Sectional Appendix March 2026.pdf,800,2026-04-30T10:47:49.403070
37235,UHV,Up Hope Valley,MAS,NW9001,12740.0,13060.0,London North Western (North) Sectional Appendix March 2026.pdf,800,2026-04-30T10:47:49.403070
37236,DHV,Down Hope Valley,MAS,NW9001,13060.0,13260.0,London North Western (North) Sectional Appendix March 2026.pdf,801,2026-04-30T10:47:49.403070
37237,DM,Down Main,MAS,NW9001,13060.0,13260.0,London North Western (North) Sectional Appendix March 2026.pdf,801,2026-04-30T10:47:49.403070
37238,End,,MAS,NW9001,13060.0,13260.0,London North Western (North) Sectional Appendix March 2026.pdf,801,2026-04-30T10:47:49.403070
37239,MU,,MAS,NW9001,13060.0,13260.0,London North Western (North) Sectional Appendix March 2026.pdf,801,2026-04-30T10:47:49.403070
37240,P1,Platform 1 line,MAS,NW9001,13060.0,13260.0,London North Western (North) Sectional Appendix March 2026.pdf,801,2026-04-30T10:47:49.403070
