elr,mileage_raw,mileage_ch,mileage_decimal,type,name,easting,northing,latitude,longitude
AGW,0.0155,0m 07ch,0.0155,Authorised Access Point '-' Road'-'Rail Machines,POLICE CAR COMPOUND,540554.0,178045.0,51.48338,0.02445
AGW,0.0990,0m 45ch,0.099,Authorised Access Point '-' Pedestrian,ANGERSTEIN FOOTPATH,540333.0,178235.0,51.48515,0.02135
AHX,0.0052,0m 02ch,0.0052,Authorised Access Point '-' Pedestrian,ALLERTON JN. S/BOX.  OFF SOUTHMEAD ROAD,341006.0,384910.0,53.35751,-2.88649
AJB,0.0737,0m 34ch,0.0737,Authorised Access Point '-' Pedestrian,Fisherman's Lxing,506489.0,162983.0,51.35543,-0.47051
AJB,0.0765,0m 35ch,0.0765,Authorised Access Point '-' Pedestrian,"Fishermans LC'-'DwnSide,VirginiaWaterEnd'-'SEE WARNING",506489.0,162970.0,51.35531,-0.47051
AJB,0.0765,0m 35ch,0.0765,Authorised Access Point '-' Pedestrian,"Fishermans LC'-'UpSide, VirginiaWaterEnd'-'SEE WARNING",506489.0,162970.0,51.35531,-0.47051
AJB,0.0775,0m 35ch,0.0775,Authorised Access Point '-' Pedestrian,"Fishermans LC '-' Up side, Byfleet end '-' SEE WARNING",506489.0,162970.0,51.35531,-0.47051
AJM1,138.0124,138m 06ch,138.0124,Authorised Access Point '-' Vehicle,Newbridge Road off the A6,434827.0,351427.0,53.05866,-1.48029
AJM1,138.0200,138m 09ch,138.02,Authorised Access Point '-' Pedestrian,Ambergate Station,434894.0,351596.0,53.06017,-1.47927
AJM1,140.0130,140m 06ch,140.013,Authorised Access Point '-' Pedestrian,Whatstandwell Water Works,433411.0,354029.0,53.08214,-1.50115
AJM1,140.0291,140m 13ch,140.0291,Authorised Access Point '-' Pedestrian,Whatstandwell Station,433308.0,354135.0,53.0831,-1.50268
AJM1,140.0736,140m 33ch,140.0736,Authorised Access Point '-' Vehicle,The Family Tree Cafe,433158.0,354508.0,53.08646,-1.50488
AJM1,141.0330,141m 15ch,141.033,Authorised Access Point '-' Pedestrian,Holmesford Cottage,432418.0,355407.0,53.09459,-1.51584
AJM1,141.1687,141m 77ch,141.1687,Authorised Access Point '-' Pedestrian,High Peak Junction Car Park,431422.0,355997.0,53.09995,-1.53066
AJM1,143.0220,143m 10ch,143.022,Authorised Access Point '-' Pedestrian,Cromford Station,430257.0,357420.0,53.11281,-1.54792
AJM1,143.1260,143m 57ch,143.126,Authorised Access Point '-' Pedestrian,Matlock Bath north of Willersley Tnl,429811.0,358217.0,53.12,-1.55451
AJM1,143.1624,143m 74ch,143.1624,Authorised Access Point '-' Pedestrian,Matlock Bath Station,429739.0,358542.0,53.12293,-1.55556
AJM1,144.1144,144m 52ch,144.1144,Authorised Access Point '-' Pedestrian,UB28 Pic Tor Lane,429800.0,359667.0,53.13304,-1.55454
AJM1,145.0156,145m 07ch,145.0156,Authorised Access Point '-' Vehicle,CAWDOR WAY,429542.0,360302.0,53.13876,-1.55834
AJM1,145.0545,145m 25ch,145.0545,Authorised Access Point '-' Road'-'Rail Machines,Derwent Way,429197.0,360461.0,53.14021,-1.56348
ALC1,0.0132,0m 06ch,0.0132,Authorised Access Point '-' Pedestrian,ASTON HALL ROAD,408665.0,289841.0,52.50603,-1.87232
ALC1,0.0660,0m 30ch,0.066,Authorised Access Point '-' Pedestrian,Lichfield Road,408862.0,290246.0,52.50967,-1.86941
ALC1,0.1122,0m 51ch,0.1122,Authorised Access Point '-' Vehicle,Lichfield Road <Park Approach>,409223.0,290452.0,52.51151,-1.86409
ALC1,1.0503,1m 23ch,1.0503,Authorised Access Point '-' Pedestrian,Gravelly Hill Stn,410083.2,290828.7,52.51489,-1.8514
ALC1,2.0671,2m 30ch,2.0671,Authorised Access Point '-' Pedestrian,Erdington Stn,411008.3,292321.3,52.52829,-1.83771
ALC1,2.1385,2m 63ch,2.1385,Authorised Access Point '-' Vehicle,Chester Road Industrial Estate,411349.0,292880.0,52.5333,-1.83267
ALC1,2.1694,2m 77ch,2.1694,Authorised Access Point '-' Pedestrian,HILL HOOK LAND,411466.0,293138.0,52.53562,-1.83094
ALC1,4.0022,4m 01ch,4.0022,Authorised Access Point '-' Pedestrian,Wilkinson Close,411552.0,294823.0,52.55077,-1.82961
ALC1,4.1584,4m 72ch,4.1584,Authorised Access Point '-' Vehicle,Sutton Coldfield Station Car Park,411874.0,296203.0,52.56317,-1.82481
ALC1,4.1584,4m 72ch,4.1584,Authorised Access Point '-' Road'-'Rail Machines,Sutton Coldfield Station Access Point,411878.0,296279.0,52.56385,-1.82475
ALC1,4.1584,4m 72ch,4.1584,Authorised Access Point '-' Pedestrian,SUTTON COLDFIELD STATION CAR PARK,411878.0,296279.0,52.56385,-1.82475
ALC2,5.0880,5m 40ch,5.088,Authorised Access Point '-' Pedestrian,Boswell Road <Underbridge No. 6>,412439.0,296934.0,52.56973,-1.81645
ALC2,6.0440,6m 20ch,6.044,Authorised Access Point '-' Vehicle,"Station Drive, Four Oaks",411798.0,297896.0,52.57839,-1.82587
ALC2,6.1174,6m 53ch,6.1174,Authorised Access Point '-' Pedestrian,The Fordrough <Overbridge No. 11>,411608.0,298543.0,52.58421,-1.82866
ALC2,7.0639,7m 29ch,7.0639,Authorised Access Point '-' Pedestrian,Butlers Lane Stn,411018.9,299486.3,52.59271,-1.83732
ALC2,8.0155,8m 07ch,8.0155,Authorised Access Point '-' Vehicle,Shelley Drive,410659.0,300601.0,52.60274,-1.8426
ALC2,8.0362,8m 16ch,8.0362,Authorised Access Point '-' Pedestrian,Blake Street Stn,410611.7,300781.4,52.60436,-1.84329
ALC2,9.0000,9m 00ch,9.0,Authorised Access Point '-' Pedestrian,Footherlay Lane <Underbridge No. 20>,410895.0,302014.0,52.61544,-1.83907
ALC2,10.0836,10m 38ch,10.0836,Authorised Access Point '-' Vehicle,Admiral Parker Drive,410515.0,304310.0,52.63609,-1.84461
ALC2,10.1100,10m 50ch,10.11,Authorised Access Point '-' Pedestrian,Shenstone Station,410594.0,304538.0,52.63813,-1.84343
ALC2,11.1496,11m 68ch,11.1496,Authorised Access Point '-' Pedestrian,Watling Street <Underbridge No. 33>,411015.0,306449.0,52.65531,-1.83715
ALC2,12.0352,12m 16ch,12.0352,Authorised Access Point '-' Pedestrian,Birmingham Road <A5127> <Underbridge No. 35>,411315.0,306927.0,52.6596,-1.83269
ALC2,12.1162,12m 53ch,12.1162,Authorised Access Point '-' Pedestrian,Berry Hill Farm Bridge <Overbridge No. 37>,411520.0,307624.0,52.66586,-1.82964
ALC2,13.0463,13m 21ch,13.0463,Authorised Access Point '-' Pedestrian,Summerfield Bridge <Underbridge No. 40>,411576.0,308584.0,52.67449,-1.82878
AMB,11.1419,11m 64ch,11.1419,Authorised Access Point '-' Pedestrian,Severn Beach Station,354034.0,184774.0,51.5595,-2.66314
AMB,12.1111,12m 50ch,12.1111,Authorised Access Point '-' Pedestrian,SITA SIDINGS,353758.0,183476.0,51.5478,-2.66695
AMB,14.0774,14m 35ch,14.0774,Authorised Access Point '-' Vehicle,Esso Fuel Terminal,352247.0,180814.0,51.52374,-2.68838
AMB,15.0679,15m 31ch,15.0679,Authorised Access Point '-' Pedestrian,St. Andrews Road Station,351785.0,179590.0,51.51269,-2.69488
AMJ,0.0347,0m 16ch,0.0347,Authorised Access Point '-' Vehicle,RICHMOND STREET,392897.0,399379.0,53.49082,-2.10707
ANI1,0.0328,0m 15ch,0.0328,Authorised Access Point '-' Vehicle,DENBURN,393956.1,806094.0,57.14588,-2.09989
ANI1,0.0669,0m 30ch,0.0669,Authorised Access Point '-' Pedestrian,LOWER DENBURN,393804.3,806360.2,57.14827,-2.10241
ANI1,1.0057,1m 03ch,1.0057,Authorised Access Point '-' Vehicle,"LESLIE TERRACE, KITTYBREWSTER",393308.7,807266.8,57.15641,-2.11062
ANI1,1.0591,1m 27ch,1.0591,Authorised Access Point '-' Road'-'Rail Machines,KITTYBREWSTER RRAP,393220.5,807743.2,57.16069,-2.1121
ANI1,1.0593,1m 27ch,1.0593,Authorised Access Point '-' Road'-'Rail Machines,KITTYBREWSTER RRAP,393223.8,807743.0,57.16068,-2.11204
ANI1,2.0174,2m 08ch,2.0174,Authorised Access Point '-' Pedestrian,Hayton Road UB 293/018 East,392871.5,808852.8,57.17065,-2.1179
ANI1,2.0186,2m 08ch,2.0186,Authorised Access Point '-' Pedestrian,"HAYTON ROAD, HAYTON EAP4",392860.0,808855.0,57.17067,-2.11809
ANI1,2.0190,2m 09ch,2.019,Authorised Access Point '-' Pedestrian,ABERDEEN A SUBSTATION,392860.6,808862.2,57.17073,-2.11808
ANI1,2.1266,2m 58ch,2.1266,Authorised Access Point '-' Pedestrian,Great Northern Road UB 293/023 North,391934.8,809150.0,57.1733,-2.1334
ANI1,2.1270,2m 58ch,2.127,Authorised Access Point '-' Pedestrian,Great Northern Road UB 293/023 South,391930.1,809144.4,57.17325,-2.13348
ANI1,4.1097,4m 50ch,4.1097,Authorised Access Point '-' Pedestrian,"MILLHILL BRAE, BANKHEAD",389317.1,810404.4,57.18452,-2.17675
ANI1,5.0789,5m 36ch,5.0789,Authorised Access Point '-' Pedestrian,Stoneywood Road,388996.1,811665.9,57.19585,-2.18212
ANI1,6.0294,6m 13ch,6.0294,Authorised Access Point '-' Pedestrian,Dyce Station,388487.0,812703.0,57.20515,-2.19059
ANI1,6.0315,6m 14ch,6.0315,Authorised Access Point '-' Pedestrian,Dyce Station,388488.0,812726.0,57.20536,-2.19057
ANI1,6.0476,6m 22ch,6.0476,Authorised Access Point '-' Pedestrian,Dyce Station,388421.0,812863.0,57.20659,-2.19169
ANI1,6.0493,6m 22ch,6.0493,Authorised Access Point '-' Pedestrian,Dyce Station,388424.0,812875.0,57.20669,-2.19164
ANI1,7.0080,7m 04ch,7.008,Authorised Access Point '-' Pedestrian,UB 44 Pitmeddan Road UB293/044,387947.8,814006.7,57.21685,-2.19958
ANI1,8.0102,8m 05ch,8.0102,Authorised Access Point '-' Pedestrian,Pitmedden GSM'-'R,386705.6,814910.9,57.22494,-2.2202
ANI1,10.0917,10m 42ch,10.0917,Authorised Access Point '-' Pedestrian,OB51 Kinaldie,383048.7,815300.0,57.22831,-2.28079
ANI1,11.0598,11m 27ch,11.0598,Authorised Access Point '-' Pedestrian,Kirkton of Kinellar UWC,381767.0,815356.0,57.22877,-2.30203
ANI1,11.0604,11m 27ch,11.0604,Authorised Access Point '-' Pedestrian,Kirkton of Kinellar UWC,381769.1,815359.7,57.2288,-2.30199
ANI1,11.1458,11m 66ch,11.1458,Authorised Access Point '-' Pedestrian,The Rushlach Rd,381033.4,815105.5,57.22649,-2.31416
ANI1,11.1593,11m 72ch,11.1593,Authorised Access Point '-' Pedestrian,DALWEARIE FARM,380911.3,815112.8,57.22655,-2.31618
ANI1,12.1691,12m 77ch,12.1691,Authorised Access Point '-' Pedestrian,Boat of Kintore Level Crossing,379583.0,816127.0,57.2356,-2.33827
ANI1,12.1698,12m 77ch,12.1698,Authorised Access Point '-' Pedestrian,Boat of Kintore Level Crossing,379583.0,816127.0,57.2356,-2.33827
ANI1,12.1706,12m 78ch,12.1706,Authorised Access Point '-' Pedestrian,Boat of Kintore Level Crossing,379580.4,816135.1,57.23567,-2.33831
ANI1,12.1711,12m 78ch,12.1711,Authorised Access Point '-' Pedestrian,Boat of Kintore Level Crossing,379572.6,816133.5,57.23566,-2.33844
ANI1,13.1002,13m 46ch,13.1002,Authorised Access Point '-' Road'-'Rail Machines,KINTORE RRAP,378992.7,816886.7,57.2424,-2.34811
ANI1,13.1002,13m 46ch,13.1002,Authorised Access Point '-' Road'-'Rail Machines,KINTORE RRAP,378995.5,816887.9,57.24241,-2.34807
ANI1,13.1092,13m 50ch,13.1092,Authorised Access Point '-' Pedestrian,KINTORE STATION PLATFORM 1,378976.0,816968.0,57.24313,-2.3484
ANI1,13.1092,13m 50ch,13.1092,Authorised Access Point '-' Pedestrian,KINTORE STATION PLATFORM 2,378976.0,816968.0,57.24313,-2.3484
ANI1,13.1266,13m 58ch,13.1266,Authorised Access Point '-' Pedestrian,KINTORE STATION PLATFORM 2,378948.0,817125.0,57.24454,-2.34887
ANI1,13.1266,13m 58ch,13.1266,Authorised Access Point '-' Pedestrian,KINTORE STATION PLATFORM 1,378948.0,817125.0,57.24454,-2.34887
ANI1,15.1126,15m 51ch,15.1126,Authorised Access Point '-' Pedestrian,Port Elphinstone <Down>,378121.0,819915.0,57.26956,-2.36282
ANI1,15.1171,15m 53ch,15.1171,Authorised Access Point '-' Pedestrian,Port Elphinstone <Up>,378112.4,819955.8,57.26993,-2.36297
ANI1,16.0947,16m 43ch,16.0947,Authorised Access Point '-' Vehicle,Old Port Road,377762.0,821331.0,57.28227,-2.3689
ANI1,16.1455,16m 66ch,16.1455,Authorised Access Point '-' Pedestrian,Inverurie Station,377615.0,821763.0,57.28614,-2.37138
ANI1,16.1651,16m 75ch,16.1651,Authorised Access Point '-' Pedestrian,Inverurie Station,377543.0,821919.0,57.28754,-2.37259
ANI1,16.1651,16m 75ch,16.1651,Authorised Access Point '-' Pedestrian,Inverurie Station,377530.0,821918.0,57.28753,-2.37281
ANI1,16.1708,16m 78ch,16.1708,Authorised Access Point '-' Road'-'Rail Machines,INVERURIE YARD,377515.4,821966.0,57.28796,-2.37305
ANI1,16.1708,16m 78ch,16.1708,Authorised Access Point '-' Road'-'Rail Machines,INVERURIE YARD,377509.4,821962.7,57.28793,-2.37315
ANI1,18.1040,18m 47ch,18.104,Authorised Access Point '-' Pedestrian,North of Inverurie <Throigh Farm>,375364.9,823228.5,57.29919,-2.40886
ANI1,22.0890,22m 40ch,22.089,Authorised Access Point '-' Pedestrian,"UB 93 CRAIGMILL, OFF A96",370476.0,825451.0,57.31887,-2.49026
ANI1,25.1278,25m 58ch,25.1278,Authorised Access Point '-' Pedestrian,LAMINGTON FARM,365534.1,826233.3,57.32555,-2.57243
ANI1,25.1738,25m 79ch,25.1738,Authorised Access Point '-' Road'-'Rail Machines,TOLL OF DAIES O/B 104 / DAIES OYNE FORK,365133.3,826360.7,57.32666,-2.5791
ANI1,26.0907,26m 41ch,26.0907,Authorised Access Point '-' Pedestrian,OB 105 GREENINCHES FARM ROAD,364392.9,826775.1,57.33033,-2.59146
ANI1,27.0872,27m 40ch,27.0872,Authorised Access Point '-' Vehicle,INSCH STATION,363028.0,827567.0,57.33733,-2.61425
ANI1,30.0702,30m 32ch,30.0702,Authorised Access Point '-' Pedestrian,"OB 113 GLANDERSTONE, OFF B9002",358872.1,829133.6,57.35105,-2.68355
ANI1,31.1068,31m 49ch,31.1068,Authorised Access Point '-' Pedestrian,OB 116 WEETS OF WARDHOUSE,357072.3,829837.8,57.35721,-2.71358
ANI1,31.1537,31m 70ch,31.1537,Authorised Access Point '-' Pedestrian,OB 117 WARDHOUSE APPROACH,356669.4,829980.0,57.35845,-2.7203
ANI1,32.0638,32m 29ch,32.0638,Authorised Access Point '-' Pedestrian,"OB 118 LAIGHMUIR, OFF B9002",355958.5,829700.9,57.35587,-2.73207
ANI1,35.0262,35m 12ch,35.0262,Authorised Access Point '-' Pedestrian,"OB 128, B9002 INSCH '-' HUNTLY ROAD",352697.7,831358.9,57.37044,-2.78658
ANI1,43.0323,43m 15ch,43.0323,Authorised Access Point '-' Pedestrian,KINNOIR BRIDGE CLOSE BY O/B 150,354527.4,843110.0,57.47619,-2.75834
ANI1,48.0134,48m 06ch,48.0134,Authorised Access Point '-' Vehicle,"OB 171 CAIRNIE, U/C ROAD OFF A95",350504.9,849487.2,57.53305,-2.82671
ANI1,48.1349,48m 61ch,48.1349,Authorised Access Point '-' Vehicle,"OLD GRANGE JUNCTION, OFF A95",349962.2,850430.2,57.54146,-2.83597
ANI1,52.0376,52m 17ch,52.0376,Authorised Access Point '-' Pedestrian,Banff Bridge,344621.7,851726.8,57.55248,-2.92547
ANI2,0.0100,0m 05ch,0.01,Authorised Access Point '-' Pedestrian,Forres Station Platform 1 West Access,302986.9,859040.3,57.61114,-3.62394
ANI2,0.0100,0m 05ch,0.01,Authorised Access Point '-' Pedestrian,Forres Station Platform 2 West Access,302954.0,859017.0,57.61093,-3.62448
ANI2,0.0275,0m 12ch,0.0275,Authorised Access Point '-' Pedestrian,Forres Station Platform 2 Access,303135.5,859099.5,57.61171,-3.62148
ANI2,0.0275,0m 12ch,0.0275,Authorised Access Point '-' Pedestrian,Forres Station Platform 1 Access,302954.0,859017.0,57.61093,-3.62448
ANI2,0.0282,0m 13ch,0.0282,Authorised Access Point '-' Road'-'Rail Machines,Forres Station RRAP,303171.4,859111.9,57.61183,-3.62088
ANI2,0.0282,0m 13ch,0.0282,Authorised Access Point '-' Road'-'Rail Machines,FORRES STATION RRAP,303170.1,859115.1,57.61186,-3.6209
ANI2,0.0651,0m 30ch,0.0651,Authorised Access Point '-' Pedestrian,Mosset Park UWC,303449.2,859240.6,57.61304,-3.61628
ANI2,0.0966,0m 44ch,0.0966,Authorised Access Point '-' Vehicle,Forres East 677pts,303700.2,859382.8,57.61437,-3.61214
ANI2,0.0967,0m 44ch,0.0967,Authorised Access Point '-' Vehicle,"CHRISTIES  NURSERY LC, OFF A96",303697.6,859388.4,57.61442,-3.61219
ANI2,0.1604,0m 73ch,0.1604,Authorised Access Point '-' Vehicle,Bogton Nursery UWC,304176.8,859722.3,57.61752,-3.6043
ANI2,2.0670,2m 30ch,2.067,Authorised Access Point '-' Pedestrian,"OB 3, B9011 ROAD, GRANGE HALL",306157.8,861063.2,57.62998,-3.57167
ANI2,6.1709,6m 78ch,6.1709,Authorised Access Point '-' Vehicle,"OB 10 ALVES OLD STATION, OFF A96",313491.3,861780.1,57.63789,-3.44915
ANI2,7.1025,7m 47ch,7.1025,Authorised Access Point '-' Pedestrian,OB 11 EASTER CLOVES,314460.1,861927.7,57.6394,-3.43298
ANI2,9.0208,9m 09ch,9.0208,Authorised Access Point '-' Road'-'Rail Machines,"OB 12 MOSSTOWIE ROAD, OFF A96",316874.7,862192.2,57.64222,-3.39263
ANI2,11.0885,11m 40ch,11.0885,Authorised Access Point '-' Pedestrian,ELGIN,320672.0,862122.0,57.64228,-3.32901
ANI2,11.1309,11m 60ch,11.1309,Authorised Access Point '-' Pedestrian,ELGIN WEST POINTS,321064.4,862153.1,57.64263,-3.32245
ANI2,11.1440,11m 65ch,11.144,Authorised Access Point '-' Pedestrian,ELGIN WEST,321154.3,862233.4,57.64336,-3.32097
ANI2,11.1630,11m 74ch,11.163,Authorised Access Point '-' Pedestrian,Elgin Level Crossing '-' North,321368.0,862177.0,57.64289,-3.31737
ANI2,11.1647,11m 75ch,11.1647,Authorised Access Point '-' Pedestrian,Elgin Level Crossing '-' South,321369.4,862174.3,57.64287,-3.31735
ANI2,12.0432,12m 20ch,12.0432,Authorised Access Point '-' Pedestrian,Elgin Station Platform 2,321761.0,862189.0,57.64307,-3.3108
ANI2,12.0432,12m 20ch,12.0432,Authorised Access Point '-' Pedestrian,Elgin Station Platform 1 West,321761.0,862189.0,57.64307,-3.3108
ANI2,16.1710,16m 78ch,16.171,Authorised Access Point '-' Pedestrian,LOCH NA BO RD <SCRAPHARD BRIDGE> O/B 40,329064.0,860322.0,57.62751,-3.18793
ANI2,18.0894,18m 41ch,18.0894,Authorised Access Point '-' Pedestrian,ORBLISTON OLD STATION,330411.0,858248.0,57.60909,-3.16478
ANI2,18.0920,18m 42ch,18.092,Authorised Access Point '-' Vehicle,ORBLISTON STREET,330425.2,858228.6,57.60892,-3.16454
ANI2,19.0249,19m 11ch,19.0249,Authorised Access Point '-' Pedestrian,OB 44 ORBLISTON,330710.3,857282.3,57.60046,-3.15949
ANI2,20.1501,20m 68ch,20.1501,Authorised Access Point '-' Pedestrian,Orton,330930.1,854546.2,57.57592,-3.15504
ANI2,21.1709,21m 78ch,21.1709,Authorised Access Point '-' Pedestrian,"B9015 ROAD, ORTON",331153.9,852809.0,57.56035,-3.1508
ANI2,26.0771,26m 35ch,26.0771,Authorised Access Point '-' Pedestrian,"OB 64 TAUCHERS ROAD, OFF A95",337100.3,850060.5,57.53653,-3.05071
ANI3,120.0955,120m 43ch,120.0955,Authorised Access Point '-' Pedestrian,"DALVEY, U/C ROAD OFF A96",301171.0,858308.0,57.60418,-3.65402
ANI3,124.1006,124m 46ch,124.1006,Authorised Access Point '-' Pedestrian,INSHOCH WOOD,294904.0,857467.3,57.59521,-3.75849
ANI3,126.0800,126m 36ch,126.08,Authorised Access Point '-' Pedestrian,ALDEARN STATION CLOSE TO O/B 73,291921.5,856978.9,57.59012,-3.80815
ANI3,128.1660,128m 75ch,128.166,Authorised Access Point '-' Vehicle,"B9091 BALBLAIR ROAD <1>, NAIRN",288074.0,855955.0,57.57999,-3.872
ANI3,129.0082,129m 04ch,129.0082,Authorised Access Point '-' Vehicle,"B9091 BALBLAIR ROAD <2>, NAIRN",287932.5,855865.6,57.57915,-3.87433
ANI3,129.1348,129m 61ch,129.1348,Authorised Access Point '-' Pedestrian,LochDhu Crossing,286929.5,855288.3,57.57372,-3.89082
ANI3,131.0124,131m 06ch,131.0124,Authorised Access Point '-' Pedestrian,"KILDRUMMIE, U/C ROAD OFF B9091",285063.2,854330.0,57.56465,-3.92156
ANI3,132.1452,132m 66ch,132.1452,Authorised Access Point '-' Pedestrian,Easter Glackton No 2 Crossing,282353.0,833542.0,57.37731,-3.95684
ANI3,133.0372,133m 17ch,133.0372,Authorised Access Point '-' Road'-'Rail Machines,GOLLANFIELD FLYOVER,281837.0,853392.0,57.55539,-3.975
ANI3,133.1055,133m 48ch,133.1055,Authorised Access Point '-' Pedestrian,"OB 83 GOLLANFIELD HOUSE, OFF A96",281154.5,853224.1,57.55371,-3.98632
ANI3,136.0067,136m 03ch,136.0067,Authorised Access Point '-' Road'-'Rail Machines,INVERNESS AIRPORT COMPOUND,277654.0,851629.0,57.53845,-4.04398
ANI3,136.0130,136m 06ch,136.013,Authorised Access Point '-' Pedestrian,INVERNESS AIRPORT COMPOUND,277610.0,851593.0,57.53812,-4.0447
ANI3,136.0860,136m 39ch,136.086,Authorised Access Point '-' Pedestrian,INVERNESS AIRPORT STATION PLATFORM 2 EAST,277099.0,851159.0,57.53408,-4.05301
ANI3,136.0860,136m 39ch,136.086,Authorised Access Point '-' Pedestrian,INVERNESS AIRPORT STATION PLATFORM 1 EAST,277093.0,851165.0,57.53413,-4.05311
ANI3,136.1034,136m 47ch,136.1034,Authorised Access Point '-' Pedestrian,INVERNESS AIRPORT STATION PLATFORM 2 WEST,276975.0,851056.0,57.53312,-4.05503
ANI3,136.1034,136m 47ch,136.1034,Authorised Access Point '-' Pedestrian,INVERNESS AIRPORT STATION PLATFORM 1 WEST,276970.0,851064.0,57.53319,-4.05512
ANI3,136.1660,136m 75ch,136.166,Authorised Access Point '-' Pedestrian,DALCROSS <1>,276520.0,850710.0,57.52989,-4.06245
ANI3,136.1660,136m 75ch,136.166,Authorised Access Point '-' Pedestrian,DALCROSS <2>,276520.0,850710.0,57.52989,-4.06245
ANI3,136.1693,136m 77ch,136.1693,Authorised Access Point '-' Pedestrian,WOODEND,276495.0,850696.0,57.52976,-4.06286
ANI3,137.0363,137m 16ch,137.0363,Authorised Access Point '-' Pedestrian,DALCROSS STATION ROAD SOUTH,276185.0,850447.0,57.52744,-4.06791
ANI3,137.0373,137m 17ch,137.0373,Authorised Access Point '-' Pedestrian,DALCROSS STATION ROAD NORTH,276173.0,850449.0,57.52746,-4.06811
ANI3,137.1475,137m 67ch,137.1475,Authorised Access Point '-' Pedestrian,WEST FRASER ACCESS POINT,275375.0,849829.0,57.52167,-4.08111
ANI3,138.0708,138m 32ch,138.0708,Authorised Access Point '-' Pedestrian,"NEWTON, TRACK OFF B9039 ROAD",274649.3,849289.6,57.51663,-4.09294
ANI3,138.1330,138m 60ch,138.133,Authorised Access Point '-' Pedestrian,"B9039 FORT GEORGE ROAD, NEWTON",274186.0,848959.0,57.51353,-4.1005
ANI3,139.1748,139m 79ch,139.1748,Authorised Access Point '-' Vehicle,Lower Cullernie Crossing,272342.1,848216.6,57.50635,-4.13087
ANI3,141.0526,141m 24ch,141.0526,Authorised Access Point '-' Pedestrian,MILTON OF CULLODEN,270793.0,846831.0,57.49347,-4.15597
ANI3,141.0772,141m 35ch,141.0772,Authorised Access Point '-' Pedestrian,RAIGMORE,270623.7,846682.2,57.49209,-4.15872
ANL,3.1534,3m 70ch,3.1534,Authorised Access Point '-' Pedestrian,North Acton <Chase Road>,520750.8,182003.2,51.52354,-0.25927
ANL,4.0395,4m 18ch,4.0395,Authorised Access Point '-' Pedestrian,North Acton <Park Royal Road>,520207.5,182170.7,51.52516,-0.26704
ANL,4.1407,4m 64ch,4.1407,Authorised Access Point '-' Road'-'Rail Machines,Park Royal Guinness <Maple Leaf Bakery>,519318.7,182420.7,51.52759,-0.27976
