id,signal_box_name,signal_prefix,workstation_name,signalling_method,eco_name,eco_type,elr,lor,mileage_from_raw,mileage_from_ch,mileage_to_raw,mileage_to_ch,source_doc,source_page,loaded_at
17797,West of Scotland SC,,Newton Workstation,TCB,Cathcart,AC,HMN2,SC023,5m 03ch,403,6m 22ch,502,Scotland Sectional Appendix March 2026.pdf,218,2026-04-28T02:42:54.590244
17798,West of Scotland SC,,Newton workstation,TCB,Cathcart,AC,HMN2,SC023,0m 17ch,17,4m 12ch,332,Scotland Sectional Appendix March 2026.pdf,219,2026-04-28T02:42:54.654744
17799,West of Scotland SC,,Newton Workstation,TCB,Cathcart,AC,LRK,SC024,0m 00ch,0,3m 00ch,240,Scotland Sectional Appendix March 2026.pdf,220,2026-04-28T02:42:54.722665
17800,West of Scotland SC,GR,Polmadie Workstation,TCB,Cathcart,AC,ARG,SC025,0m 00ch,0,0m 31ch,31,Scotland Sectional Appendix March 2026.pdf,221,2026-04-28T02:42:54.749748
17801,Yoker SC,YF,East Workstation,TCB,Cathcart,AC,ARG2,SC025,1m 02ch,82,1m 75ch,155,Scotland Sectional Appendix March 2026.pdf,222,2026-04-28T02:42:54.819595
17802,Yoker SC,YF,East Workstation,TCB,Cathcart,AC,ARG2,SC025,2m 60ch,220,3m 42ch,282,Scotland Sectional Appendix March 2026.pdf,223,2026-04-28T02:42:54.910941
17803,Yoker SC,YF,East Workstation,TCB,Cathcart,AC,ARG2,SC025,3m 45ch,285,4m 74ch,394,Scotland Sectional Appendix March 2026.pdf,224,2026-04-28T02:42:54.981843
17804,West of Scotland SC,GR,Polmadie Workstation,TCB,Cathcart,AC,RNC,SC027,0m 00ch,0,0m 29ch,29,Scotland Sectional Appendix March 2026.pdf,225,2026-04-28T02:42:55.045101
17805,West of Scotland SC,G,Polmadle Workstation,TCB,Cathcart,AC,CLY,SC029,101m 01ch,8081,102m 16ch,8176,Scotland Sectional Appendix March 2026.pdf,226,2026-04-28T02:42:55.145848
17806,Carlisle SB,CE,,,,,GSW,SC031,116m 13ch,9293,116m 13ch,9293,Scotland Sectional Appendix March 2026.pdf,263,2026-04-28T02:42:56.335484
17807,Carlisle SB,CE,,,,,GSW,SC031,109m 75ch,8795,115m 40ch,9240,Scotland Sectional Appendix March 2026.pdf,264,2026-04-28T02:42:56.413065
17808,Dumfries Station SB,"DS , DE",,TCB,,,GSW,SC031,107m 04ch,8564,107m 21ch,8581,Scotland Sectional Appendix March 2026.pdf,265,2026-04-28T02:42:56.476076
17809,Annan SB,AN,,,,,GSW,SC031,93m 49ch,7489,96m 44ch,7724,Scotland Sectional Appendix March 2026.pdf,266,2026-04-28T02:42:56.542317
17810,Annan SB,AN,,,,,GSW,SC031,91m 59ch,7339,91m 63ch,7343,Scotland Sectional Appendix March 2026.pdf,267,2026-04-28T02:42:56.606510
17811,Dumfries Station SB,"DS , DE",,,,,GSW,SC031,88m 33ch,7073,90m 29ch,7229,Scotland Sectional Appendix March 2026.pdf,268,2026-04-28T02:42:56.669308
17812,Thornhill SB,TH,,,,,AB,SC031,73m 69ch,5909,77m 58ch,6218,Scotland Sectional Appendix March 2026.pdf,269,2026-04-28T02:42:56.736916
17813,Thornhill SB,TH,,,,,GSW,SC031,56m 54ch,4534,65m 53ch,5253,Scotland Sectional Appendix March 2026.pdf,270,2026-04-28T02:42:56.814354
17814,Kirkconnel SB,KC,,,,,GSW,SC031,54m 05ch,4325,54m 72ch,4392,Scotland Sectional Appendix March 2026.pdf,271,2026-04-28T02:42:56.891014
17815,New Cumnock SB,NC,,,,,GSW,SC031,47m 46ch,3806,47m 46ch,3806,Scotland Sectional Appendix March 2026.pdf,272,2026-04-28T02:42:56.953405
17816,New Cumnock SB,NC,,,,,GSW,SC031,41m 51ch,3331,43m 02ch,3442,Scotland Sectional Appendix March 2026.pdf,273,2026-04-28T02:42:57.017610
17817,Mauchline SB,MA,,,,,GSW,SC031,35m 50ch,2850,35m 50ch,2850,Scotland Sectional Appendix March 2026.pdf,274,2026-04-28T02:42:57.083133
17818,Hurtford SB,HF,,,,,GBK,SC031,23m 44ch,1884,34m 41ch,2761,Scotland Sectional Appendix March 2026.pdf,275,2026-04-28T02:42:57.105933
17819,(SC) Kilmarnock SB,K,,,,,GBK,SC031,16m 02ch,1282,21m 37ch,1717,Scotland Sectional Appendix March 2026.pdf,276,2026-04-28T02:42:57.174160
17820,Lugton SB,LU,,,,,GBK,SC031,13m 51ch,1091,13m 51ch,1091,Scotland Sectional Appendix March 2026.pdf,277,2026-04-28T02:42:57.236068
17821,West of Scotland SC,GC,Cathcart Workstation,TCB,Cathcart,AC,GBK,SC031,4m 56ch,376,6m 77ch,557,Scotland Sectional Appendix March 2026.pdf,278,2026-04-28T02:42:57.255742
17822,West o f S c o t l a nd S C (G B ),,,TCB,Cathcart,AC,GBK,SC031,1m 60ch,140,3m 70ch,310,Scotland Sectional Appendix March 2026.pdf,279,2026-04-28T02:42:57.316682
17823,West of Scotland SC,GB,Cathcart Workstation,TCB,Cathcart,AC,MEN1,SC031,1m 19ch,99,1m 19ch,99,Scotland Sectional Appendix March 2026.pdf,280,2026-04-28T02:42:57.382617
17824,West of Scotland SC,GB,Cathcart Workstation,TCB,Cathcart,AC,MEN1,SC031,0m 32ch,32,0m 70ch,70,Scotland Sectional Appendix March 2026.pdf,281,2026-04-28T02:42:57.449350
17825,West of Scotland SC,GG,Bridge Street Workstation,TCB,Cathcart,AC,WCM2,SC031,101m 53ch,8133,101m 53ch,8133,Scotland Sectional Appendix March 2026.pdf,282,2026-04-28T02:42:57.472960
17826,West of Scotland SC,GG,,TCB,Cathcart,AC,WCM2,SC031,102m 27ch,8187,102m 27ch,8187,Scotland Sectional Appendix March 2026.pdf,283,2026-04-28T02:42:57.494778
17827,Dumfries Stn SB,D,,,,,MAX,SC033,1m 79ch,159,91m 63ch,7343,Scotland Sectional Appendix March 2026.pdf,284,2026-04-28T02:42:57.559241
17828,New Cumnock SB,NC,,,,,KSH,SC035,54m 05ch,4325,55m 28ch,4428,Scotland Sectional Appendix March 2026.pdf,285,2026-04-28T02:42:57.623089
17829,New Cumnock SB,NC,,,,,GNN,SC036,0m 55ch,55,54m 58ch,4378,Scotland Sectional Appendix March 2026.pdf,286,2026-04-28T02:42:57.686696
17830,Kilmarnock SB,K,,,,,RIC2,SC037,0m 00ch,0,1m 75ch,155,Scotland Sectional Appendix March 2026.pdf,287,2026-04-28T02:42:57.760256
17831,West of Scotland SC,GPB,Ayr workstation,TCB,,,,SC039,5m 71ch,471,7m 56ch,616,Scotland Sectional Appendix March 2026.pdf,289,2026-04-28T02:42:57.891417
17832,West of Scotland SC,GB,Cathcart Workstation,TCB,Cathcart,AC,EKE,SC045,4m 54ch,374,7m 60ch,620,Scotland Sectional Appendix March 2026.pdf,292,2026-04-28T02:42:58.021112
17833,West of Scotland SC,GB,Cathcart Workstation,TCB,Cathcart,AC,EKE,SC045,0m 40ch,40,3m 54ch,294,Scotland Sectional Appendix March 2026.pdf,293,2026-04-28T02:42:58.085978
17834,West of Scotland SC,GB,Cathcart Workstation,TCB,,,LFS1,SC047,1m 19ch,99,101m 17ch,8097,Scotland Sectional Appendix March 2026.pdf,294,2026-04-28T02:42:58.149378
17835,West of Scotland SC,G,Cathcart Workstation,TCB,Cathcart,AC,TSS,SC049,0m 04ch,4,0m 40ch,40,Scotland Sectional Appendix March 2026.pdf,295,2026-04-28T02:42:58.213767
17836,West of Scotland SC,GC,Cathcart Workstation,TCB,Cathcart,AC,CTC,SC051,2m 71ch,231,5m 19ch,419,Scotland Sectional Appendix March 2026.pdf,296,2026-04-28T02:42:58.280433
17837,West of Scotland SC,GC,,TCB,Cathcart,AC,CTC,SC051,1m 41ch,121,2m 21ch,181,Scotland Sectional Appendix March 2026.pdf,297,2026-04-28T02:42:58.351331
17838,West of Scotland SC,GC,Cathcart Workstation,TCB,Cathcart,AC,CTC,SC051,0m 00ch,0,0m 78ch,78,Scotland Sectional Appendix March 2026.pdf,298,2026-04-28T02:42:58.418189
17839,West of Scotland SC,GC,,TCB,Cathcart,AC,NNH,SC053,102m 73ch,8233,108m 45ch,8685,Scotland Sectional Appendix March 2026.pdf,299,2026-04-28T02:42:58.481584
17840,West of Scotland SC,GC,,TCB,Cathcart,AC,NNH,SC053,100m 77ch,8077,101m 53ch,8133,Scotland Sectional Appendix March 2026.pdf,300,2026-04-28T02:42:58.541838
17841,West of Scotland SC,,Newton Workstation,TCB,Cathcart,AC,KHL,SC055,0m 02ch,2,96m 14ch,7694,Scotland Sectional Appendix March 2026.pdf,301,2026-04-28T02:42:58.613519
17842,West of Scotland SC,GC,Newton Workstation,TCB,Cathcart,AC,KHL,SC055,96m 61ch,7741,99m 45ch,7965,Scotland Sectional Appendix March 2026.pdf,302,2026-04-28T02:42:58.696855
17843,West of Scotland SC,GC,,TCB,Cathcart,AC,KHL,SC055,100m 21ch,8021,100m 77ch,8077,Scotland Sectional Appendix March 2026.pdf,303,2026-04-28T02:42:58.766266
17844,West of Scotland SC,GC,,TCB,Cathcart,AC,CNC,SC057,0m 00ch,0,0m 45ch,45,Scotland Sectional Appendix March 2026.pdf,304,2026-04-28T02:42:58.830246
17845,West of Scotland SC,GG,,TCB,Cathcart,AC,WCM2,SC059,102m 27ch,8187,102m 27ch,8187,Scotland Sectional Appendix March 2026.pdf,330,2026-04-28T02:42:59.564269
17846,West of Scotland SC,GG,Bridge Street Workstation,TCB,Cathcart,AC,,SC059,101m 57ch,8137,101m 57ch,8137,Scotland Sectional Appendix March 2026.pdf,331,2026-04-28T02:42:59.636627
17847,West of Scotland SC,GG,Bridge Street Workstation,TCB,Cathcart,AC,LYE,SC059,0m 19ch,19,1m 00ch,80,Scotland Sectional Appendix March 2026.pdf,332,2026-04-28T02:42:59.656121
17848,West of Scotland SC,G,Shields Workstation,TCB,Cathcart,AC,AYR1,SC059,,,,,Scotland Sectional Appendix March 2026.pdf,333,2026-04-28T02:42:59.725393
17849,West of Scotland SC,G,Shields Workstation,TCB,Cathcart,AC,AYR1,SC059,3m 11ch,251,4m 29ch,349,Scotland Sectional Appendix March 2026.pdf,334,2026-04-28T02:42:59.797151
17850,West of Scotland SC,GP,Paisley workstation,TCB,Cathcart,AC,GOU1,SC059,5m 42ch,442,6m 46ch,526,Scotland Sectional Appendix March 2026.pdf,335,2026-04-28T02:42:59.863226
17851,West of Scotland SC,GPE,Paisley workstation,TCB,Cathcart,AC,AYR3,SC059,6m 73ch,553,9m 39ch,759,Scotland Sectional Appendix March 2026.pdf,336,2026-04-28T02:42:59.935717
17852,West of Scotland SC (GPE &,,,TCB,,,AYR3,SC059,10m 09ch,809,15m 57ch,1257,Scotland Sectional Appendix March 2026.pdf,337,2026-04-28T02:43:00.001258
17853,West of Scotland SC,GPG,Paisley workstation,TCB,Cathcart,AC,AYR3,SC059,15m 71ch,1271,19m 63ch,1583,Scotland Sectional Appendix March 2026.pdf,338,2026-04-28T02:43:00.018072
17854,West of Scotland SC,GPG,Paisley workstation,TCB,Cathcart,AC,AYR4,SC059,21m 07ch,1687,22m 42ch,1802,Scotland Sectional Appendix March 2026.pdf,339,2026-04-28T02:43:00.086654
17855,West of Scotland SC,GPK,Ayr workstation,TCB,Cathcart,AC,AYR4,SC059,25m 65ch,2065,26m 00ch,2080,Scotland Sectional Appendix March 2026.pdf,340,2026-04-28T02:43:00.151771
17856,West of Scotland SC (GPK &,,GPB) Ayr workstation,TCB,Cathcart,AC,AYR4,SC059,26m 75ch,2155,31m 17ch,2497,Scotland Sectional Appendix March 2026.pdf,341,2026-04-28T02:43:00.227416
17857,West of Scotland SC,GPB,Ayr workstation,TCB,Cathcart,AC,AYRS,SC059,0m 00ch,0,33m 06ch,2646,Scotland Sectional Appendix March 2026.pdf,342,2026-04-28T02:43:00.293761
17858,West of Scotland SC (GPB &,,GPA) Ayr workstation,TCB,Cathcart,AC,AYR6,SC059,1m 16ch,96,37m 34ch,2994,Scotland Sectional Appendix March 2026.pdf,343,2026-04-28T02:43:00.357831
17859,West of Scotland SC,GPA,Ayr workstation,TCB,Cathcart,AC,AYR6,SC059,38m 73ch,3113,39m 44ch,3164,Scotland Sectional Appendix March 2026.pdf,344,2026-04-28T02:43:00.433001
17860,West of Scotland SC,GPA,Ayr workstation,TCB,Cathcart,AC,AYR6,SC059,40m 49ch,3249,40m 49ch,3249,Scotland Sectional Appendix March 2026.pdf,345,2026-04-28T02:43:00.505071
17861,West of Scotland SC,GPA,Ayr workstation,TCB,Cathcart,AC,STR1,SC059,41m 45ch,3325,43m 53ch,3493,Scotland Sectional Appendix March 2026.pdf,346,2026-04-28T02:43:00.574942
17862,Kilkerran SB,KK,,TCB,,,STR1,SC059,48m 32ch,3872,53m 76ch,4316,Scotland Sectional Appendix March 2026.pdf,347,2026-04-28T02:43:00.640980
17863,TB(SC) Kilkerran SB,KK,,,,,STR1,SC059,,,,,Scotland Sectional Appendix March 2026.pdf,348,2026-04-28T02:43:00.701280
17864,TB(SC) Kilkerran SB,KK,,,,,STR2,SC059,0m 00ch,0,0m 18ch,18,Scotland Sectional Appendix March 2026.pdf,349,2026-04-28T02:43:00.766723
17865,Girvan SB,GV,,,,,STR2,SC059,4m 07ch,327,4m 07ch,327,Scotland Sectional Appendix March 2026.pdf,350,2026-04-28T02:43:00.784677
17866,Girvan SB,GV,,ET,,,STR2,SC059,12m 32ch,992,12m 37ch,997,Scotland Sectional Appendix March 2026.pdf,351,2026-04-28T02:43:00.852483
17867,Barrhill SB,BR,,,,,STR2,SC059,18m 20ch,1460,20m 70ch,1670,Scotland Sectional Appendix March 2026.pdf,352,2026-04-28T02:43:00.920849
17868,Glenwhilly SB,GW,,ET,,,STR2,SC059,28m 10ch,2250,28m 10ch,2250,Scotland Sectional Appendix March 2026.pdf,353,2026-04-28T02:43:00.986816
17869,Glenwhilly SB,GW,,ET,,,STR3,SC059,46m 54ch,3734,48m 48ch,3888,Scotland Sectional Appendix March 2026.pdf,354,2026-04-28T02:43:01.067428
17870,Dunragit SB,DR,,ET,,,STR4,SC059,53m 05ch,4245,53m 05ch,4245,Scotland Sectional Appendix March 2026.pdf,355,2026-04-28T02:43:01.148702
17871,Dunragit SB,DR,,,,,STR4,SC059,53m 74ch,4314,54m 05ch,4325,Scotland Sectional Appendix March 2026.pdf,356,2026-04-28T02:43:01.169076
17872,West of Scotland SC,G,Shields Workstation,TCB,Cathcart,AC,CNL,SC061,1m 05ch,85,1m 50ch,130,Scotland Sectional Appendix March 2026.pdf,357,2026-04-28T02:43:01.243121
17873,West of Scotland SC,G,,TCB,,,CNL,SC061,3m 11ch,251,7m 00ch,560,Scotland Sectional Appendix March 2026.pdf,358,2026-04-28T02:43:01.313220
17874,West of Scotland SC,G,Shields Workstation,TCB,,,CND2,SC063,0m 00ch,0,1m 54ch,134,Scotland Sectional Appendix March 2026.pdf,359,2026-04-28T02:43:01.375408
17875,West of Scotland SC,GP,Paisley workstation,TCB,Cathcart,AC,GOU2,SC065,6m 34ch,514,108m 46ch,8686,Scotland Sectional Appendix March 2026.pdf,360,2026-04-28T02:43:01.447892
17876,West of Scotland SC,GP,Paisley workstation,TCB,Cathcart,AC,GOU2,SC065,112m 30ch,8990,116m 66ch,9346,Scotland Sectional Appendix March 2026.pdf,361,2026-04-28T02:43:01.516680
17877,West of Scotland SC,GPL,Paisley workstation,TCB,Cathcart,AC,GOU2,SC065,119m 45ch,9565,120m 71ch,9671,Scotland Sectional Appendix March 2026.pdf,362,2026-04-28T02:43:01.579247
17878,West of Scotland SC,GPL,Paisley workstation,TCB,Cathcart,AC,GOU2,SC065,121m 28ch,9708,121m 74ch,9754,Scotland Sectional Appendix March 2026.pdf,363,2026-04-28T02:43:01.643561
17879,West of Scotland SC,GPL,Paisley workstation,TCB,Cathcart,AC,GOU2,SC065,122m 52ch,9812,123m 67ch,9907,Scotland Sectional Appendix March 2026.pdf,364,2026-04-28T02:43:01.706657
17880,West of Scotland SC (GPL &,,GPU) Paisley workstation,TCB,Cathcart,AC,GOU2,SC065,124m 10ch,9930,125m 40ch,10040,Scotland Sectional Appendix March 2026.pdf,365,2026-04-28T02:43:01.773412
17881,West of Scotland SC,GPU,Paisley workstation,TCB,Cathcart,AC,GOU2,SC065,126m 58ch,10138,126m 58ch,10138,Scotland Sectional Appendix March 2026.pdf,366,2026-04-28T02:43:01.834710
17882,West of Scotland SC,GPL,Paisley workstation,TCB,Cathcart,AC,,SC067,0m 00ch,0,4m 08ch,328,Scotland Sectional Appendix March 2026.pdf,367,2026-04-28T02:43:01.862309
17883,West of Scotland SC,GPO,Paisley workstation,TCB,Cathcart,AC,,SC067,5m 22ch,422,7m 71ch,631,Scotland Sectional Appendix March 2026.pdf,368,2026-04-28T02:43:01.927608
17884,West of Scotland SC,GPW,Paisley workstation,TCB,Cathcart,AC,,SC067,10m 03ch,803,10m 03ch,803,Scotland Sectional Appendix March 2026.pdf,369,2026-04-28T02:43:01.941398
17885,West of Scotland SC,GPK,Ayr workstation,TCB,Cathcart,AC,LGS1,SC073,25m 65ch,2065,26m 70ch,2150,Scotland Sectional Appendix March 2026.pdf,371,2026-04-28T02:43:02.014909
17886,West of Scotland SC,GPK,Ayr workstation,TCB,Cathcart,AC,LGS1,SC073,28m 25ch,2265,28m 28ch,2268,Scotland Sectional Appendix March 2026.pdf,372,2026-04-28T02:43:02.081801
17887,West of Scotland SC (GPK &,,GPH) Ayr workstation,TCB,Cathcart,AC,LGS2,SC073,29m 55ch,2375,30m 49ch,2449,Scotland Sectional Appendix March 2026.pdf,373,2026-04-28T02:43:02.153497
17888,West of Scotland SC,GPH,Ayr workstation,TCB,Cathcart,AC,LGS2,SC073,35m 10ch,2810,39m 01ch,3121,Scotland Sectional Appendix March 2026.pdf,374,2026-04-28T02:43:02.220923
17889,West of Scotland SC,GPH,Ayr workstation,TCB,Cathcart,AC,LGS2,SC073,39m 12ch,3132,42m 07ch,3367,Scotland Sectional Appendix March 2026.pdf,375,2026-04-28T02:43:02.282499
17890,West of Scotland SC,GPH,Ayr workstation,TCB,,,HUN,SC079,0m 00ch,0,0m 32ch,32,Scotland Sectional Appendix March 2026.pdf,378,2026-04-28T02:43:02.420432
17891,West of Scotland SC,GPK,Ayr workstation,TCB,Cathcart,AC,BYL,SC081,0m 00ch,0,0m 60ch,60,Scotland Sectional Appendix March 2026.pdf,379,2026-04-28T02:43:02.480638
17892,West of Scotland SC,GPA,Ayr workstation,TCB,,,ANN,SC087,39m 42ch,3162,50m 16ch,4016,Scotland Sectional Appendix March 2026.pdf,382,2026-04-28T02:43:02.584505
17893,West of Scotland SC,,Motherwell Workstation,TCB,Cathcart,AC,SCM1,SC093,89m 51ch,7171,90m 17ch,7217,Scotland Sectional Appendix March 2026.pdf,420,2026-04-28T02:43:04.726186
17894,West of Scotland SC,,Whifflet Workstation,TCB,Cathcart,AC,SCM2,SC093,,,,,Scotland Sectional Appendix March 2026.pdf,421,2026-04-28T02:43:04.799207
17895,West of Scotland SC,,Whifflet Workstation,TCB,Cathcart,AC,SCM2,SC093,91m 42ch,7322,91m 42ch,7322,Scotland Sectional Appendix March 2026.pdf,422,2026-04-28T02:43:04.881880
17896,West of Scotland SC,,Whifflet Workstation,TCB,Cathcart,AC,SCM2,SC093,92m 12ch,7372,93m 65ch,7505,Scotland Sectional Appendix March 2026.pdf,423,2026-04-28T02:43:04.947673
17897,West of Scotland SC,,,TCB,Cathcart,AC,SCM3,SC093,94m 02ch,7522,94m 63ch,7583,Scotland Sectional Appendix March 2026.pdf,424,2026-04-28T02:43:05.017206
17898,West of Scotland SC,,Whifflet Workstation,TCB,Cathcart,AC,SCM3,SC093,95m 65ch,7665,96m 45ch,7725,Scotland Sectional Appendix March 2026.pdf,425,2026-04-28T02:43:05.087780
17899,West of Scotland SC,,Whifflet Workstation,TCB,Cathcart,AC,SYE,SC097,8m 43ch,683,9m 63ch,783,Scotland Sectional Appendix March 2026.pdf,428,2026-04-28T02:43:05.290507
17900,West of Scotland SC,,Whifflet Workstation,TCB,Cathcart,AC,RCB,SC099,0m 00ch,0,6m 43ch,523,Scotland Sectional Appendix March 2026.pdf,429,2026-04-28T02:43:05.361208
17901,West of Scotland SC,,Whifflet Workstation,TCB,Cathcart,AC,RCB,SC099,3m 29ch,269,6m 04ch,484,Scotland Sectional Appendix March 2026.pdf,430,2026-04-28T02:43:05.423264
17902,West of Scotland SC,,Whifflet Workstation,TCB,Cathcart,AC,RCB,SC099,0m 06ch,6,2m 48ch,208,Scotland Sectional Appendix March 2026.pdf,431,2026-04-28T02:43:05.447408
17903,West of Scotland SC,,Whifflet Workstation,TCB,Catchcart,AC,RCB,SC101,6m 34ch,514,7m 03ch,563,Scotland Sectional Appendix March 2026.pdf,432,2026-04-28T02:43:05.513437
17904,West of Scotland SC,,,TCB,Cathcart,AC,GHE,SC105,95m 64ch,7664,97m 06ch,7766,Scotland Sectional Appendix March 2026.pdf,436,2026-04-28T02:43:05.785332
17905,Edinburgh SC,E,,TCB,Cathcart,AC,EGM4,SC107,0m 00ch,0,0m 21ch,21,Scotland Sectional Appendix March 2026.pdf,448,2026-04-28T02:43:06.272953
17906,Edinburgh SC,E,,TCB,Cathcart,AC,EGM3,SC107,,,,,Scotland Sectional Appendix March 2026.pdf,449,2026-04-28T02:43:06.351255
17907,Edinburgh SC,EH,,TCB,Cathcart,AC,EGM2,SC107,0m 47ch,47,45m 73ch,3673,Scotland Sectional Appendix March 2026.pdf,450,2026-04-28T02:43:06.434270
17908,Edinburgh SC,EH,,TCB,Cathcart,AC,EGM2,SC107,45m 35ch,3635,45m 62ch,3662,Scotland Sectional Appendix March 2026.pdf,451,2026-04-28T02:43:06.514454
17909,Edinburgh SC,EH,,TCB,Cathcart,AC,EGM1,SC107,42m 34ch,3394,45m 05ch,3605,Scotland Sectional Appendix March 2026.pdf,452,2026-04-28T02:43:06.591304
17910,Edinburgh SC,EN,,TCB,Cathcart,AC,EGM1,SC107,38m 71ch,3111,38m 71ch,3111,Scotland Sectional Appendix March 2026.pdf,453,2026-04-28T02:43:06.657500
17911,Edinburgh SC (EN & EW),,,TCB,Cathcart,AC,EGM1,SC107,,,,,Scotland Sectional Appendix March 2026.pdf,454,2026-04-28T02:43:06.731552
17912,Edinburgh SC,EW,,TCB,Cathcart,AC,EGM1,SC107,34m 54ch,2774,34m 54ch,2774,Scotland Sectional Appendix March 2026.pdf,455,2026-04-28T02:43:06.795735
17913,Edinburgh SC,EL,,TCB,Cathcart,AC,EGM1,SC107,29m 56ch,2376,29m 56ch,2376,Scotland Sectional Appendix March 2026.pdf,456,2026-04-28T02:43:06.868746
17914,Edinburgh SC (EPB & EPJ),,,TCB,Cathcart,AC,EGM1,SC107,25m 00ch,2000,27m 46ch,2206,Scotland Sectional Appendix March 2026.pdf,457,2026-04-28T02:43:06.939906
17915,Edinburgh SC,EPJ,,TCB,Cathcart,AC,EGM1,SC107,24m 60ch,1980,24m 60ch,1980,Scotland Sectional Appendix March 2026.pdf,458,2026-04-28T02:43:07.003204
17916,"Edinbur gh S C ( E G J , E P J )",,,TCB,,,EGM1,SC107,21m 63ch,1743,22m 35ch,1795,Scotland Sectional Appendix March 2026.pdf,459,2026-04-28T02:43:07.071707
17917,Edinburgh SC,CG,,TCB,Cathcart,AC,EGM1,SC107,6m 20ch,500,10m 25ch,825,Scotland Sectional Appendix March 2026.pdf,461,2026-04-28T02:43:07.212535
17918,"Edinburgh SC (CG, CE)",,,TCB,Cathcart,AC,EGM1,SC107,4m 46ch,366,5m 34ch,434,Scotland Sectional Appendix March 2026.pdf,462,2026-04-28T02:43:07.292521
17919,Edinburgh SC,CE,,TCB,Cathcart,AC,EGM1,SC107,2m 12ch,172,3m 19ch,259,Scotland Sectional Appendix March 2026.pdf,463,2026-04-28T02:43:07.364434
17920,"Edinburgh SC (ECL, EPJ)",,,TCB,Cathcart,AC,PMT,SC109,21m 20ch,1700,21m 20ch,1700,Scotland Sectional Appendix March 2026.pdf,467,2026-04-28T02:43:07.645240
17921,Edinburgh SC,ECL,,TCB,Cathcart,AC,PMT,SC109,23m 71ch,1911,24m 20ch,1940,Scotland Sectional Appendix March 2026.pdf,468,2026-04-28T02:43:07.718260
17922,Edinburgh SC,ECL,,TCB,Cathcart,AC,PMT,SC109,25m 43ch,2043,25m 43ch,2043,Scotland Sectional Appendix March 2026.pdf,469,2026-04-28T02:43:07.782230
17923,Edinburgh SC,ECL,,TCB,Cathcart,AC,SCM3,SC109,0m 40ch,40,25m 79ch,2079,Scotland Sectional Appendix March 2026.pdf,470,2026-04-28T02:43:07.857758
17924,"Edinburgh SC (ECL,EGJ)",,,TCB,Cathcart,AC,GHL,SC109,0m 01ch,1,106m 55ch,8535,Scotland Sectional Appendix March 2026.pdf,471,2026-04-28T02:43:07.931698
17925,Edinburgh SC,ECL,,TCB,Cathcart,AC,PMT,SC110,25m 79ch,2079,26m 35ch,2115,Scotland Sectional Appendix March 2026.pdf,472,2026-04-28T02:43:07.993662
17926,Edinburgh SC,EN,,TCB,Cathcart,AC,NBE,SC111,29m 03ch,2323,35m 21ch,2821,Scotland Sectional Appendix March 2026.pdf,473,2026-04-28T02:43:08.055875
17927,Edinburgh SC,EN,,TCB,Cathcart,AC,NBE,SC111,25m 18ch,2018,26m 58ch,2138,Scotland Sectional Appendix March 2026.pdf,474,2026-04-28T02:43:08.123369
17928,Edinburgh SC (EW & EY),,,TCB,Cathcart,AC,DMY,SC113,34m 54ch,2774,39m 03ch,3123,Scotland Sectional Appendix March 2026.pdf,475,2026-04-28T02:43:08.191201
17929,Fouldubs Jn SB,FD,,TCB,Cathcart,AC,GMH,SC117,0m 00ch,0,1m 51ch,131,Scotland Sectional Appendix March 2026.pdf,480,2026-04-28T02:43:08.538311
17930,Fouldubs Jn SB,,,TCB,Cathcart,AC,GMH,SC117,,,,,Scotland Sectional Appendix March 2026.pdf,481,2026-04-28T02:43:08.611974
17931,Fouldubs Jn SB,,,TCB,,,GMH,SC117,3m 44ch,284,3m 67ch,307,Scotland Sectional Appendix March 2026.pdf,482,2026-04-28T02:43:08.683247
17932,"Edinburgh SC (ECL, EGJ )",,,TCB,Cathcart,AC,SCM3,SC119,0m 01ch,1,0m 56ch,56,Scotland Sectional Appendix March 2026.pdf,518,2026-04-28T02:43:10.513663
17933,Ed in b u rg h S C ( E C L ),,,TCB,,,SCM3,SC119,108m 76ch,8716,109m 38ch,8758,Scotland Sectional Appendix March 2026.pdf,519,2026-04-28T02:43:10.589032
17934,Edinburgh SC,ECL,,TCB,Cathcart,AC,SCM3,SC119,110m 12ch,8812,110m 12ch,8812,Scotland Sectional Appendix March 2026.pdf,520,2026-04-28T02:43:10.665362
17935,Edinburgh SC,ECL,,TCB,Cathcart,AC,SCM3,SC119,,,,,Scotland Sectional Appendix March 2026.pdf,521,2026-04-28T02:43:10.694211
17936,Stirling Middle SB,SM,,TCB,Cathcart,AC,SCM3,SC119,,,,,Scotland Sectional Appendix March 2026.pdf,522,2026-04-28T02:43:10.757712
17937,Stirling Middle SB,SM,,AB,Cathcart,AC,SCM3,SC119,118m 08ch,9448,118m 38ch,9478,Scotland Sectional Appendix March 2026.pdf,523,2026-04-28T02:43:10.834699
17938,Stirling North SB,SN,,TCB,Cathcart,AC,SCM3,SC119,119m 60ch,9580,120m 29ch,9629,Scotland Sectional Appendix March 2026.pdf,524,2026-04-28T02:43:10.899706
17939,Stirling North SB,SN,,TCB,Cathcart,AC,SCM3,SC119,121m 10ch,9690,122m 38ch,9798,Scotland Sectional Appendix March 2026.pdf,525,2026-04-28T02:43:10.964305
